path,extension,logical_type,size_bytes,size_human
5. 수탁연구/2006년 수탁과제 최종보고서(24건)/I-0632_공공부문 연구개발투자 재원 확충 및 성과 극대화(배용호)/공공부문 연구개발투자 재원 확충 및 성과 극대화_배용호(최종보고서).zip__extracted/?????ι? ???????????? ???? Ȯ?? ?? ???? ?ش?ȭ_????ȣ(??????????).hwp,hwp,HWP/HWPX,1228800,1.2MB
5. 수탁연구/2006년 수탁과제 최종보고서(24건)/I-0632_공공부문 연구개발투자 재원 확충 및 성과 극대화(배용호)/공공부문 연구개발투자 재원 확충 및 성과 극대화_배용호(최종보고서).zip__extracted/?????ι? ???????????? ???? Ȯ?? ?? ???? ?ش?ȭ_????ȣ(??????????).pdf,pdf,PDF,1395362,1.3MB
5. 수탁연구/2006년 수탁과제 최종보고서(24건)/I-0626_부품소재 중핵기업 육성 방안(이광호)/부품소재 중핵기업 육성 방안_이광호(최종보고서).zip__extracted/??ǰ???? ???ٱ??? ???? ????_?̱?ȣ(??????????).hwp,hwp,HWP/HWPX,22075392,21.1MB
5. 수탁연구/2006년 수탁과제 최종보고서(24건)/I-0627_R&D 투자가 경제의 성장 및 배분에 미치는 영향 분석 및 정책시사점(신태영)/cd/R&D 투자가 경제의 성장 및 배분에 미치는 영향 분석 및 정책시사점_신태영(최종보고서).zip__extracted/R&D ???ڰ? ?????? ????~_???¿?(??????????).pdf,pdf,PDF,2614812,2.5MB
5. 수탁연구/2006년 수탁과제 최종보고서(24건)/I-0627_R&D 투자가 경제의 성장 및 배분에 미치는 영향 분석 및 정책시사점(신태영)/cd/R&D 투자가 경제의 성장 및 배분에 미치는 영향 분석 및 정책시사점_신태영(최종보고서).zip__extracted/R&D ???ڰ? ?????? ????~_???¿?(??????????).hwp,hwp,HWP/HWPX,9637376,9.2MB
5. 수탁연구/2006년 수탁과제 최종보고서(24건)/I-0630_분산분권2차혁신클러스터(이정협)/혁신 클러스터 정책의 평가 및 추진과제_이정협(최종보고서).zip__extracted/???? Ŭ?????? ??å?? ???? ?? ????????_??????(??????????-?ڷ???1).pdf,pdf,PDF,2548499,2.4MB
5. 수탁연구/2006년 수탁과제 최종보고서(24건)/I-0630_분산분권2차혁신클러스터(이정협)/혁신 클러스터 정책의 평가 및 추진과제_이정협(최종보고서).zip__extracted/???? Ŭ?????? ??å?? ???? ?? ????????_??????(??????????-?ڷ???3).pdf,pdf,PDF,1456690,1.4MB
5. 수탁연구/2006년 수탁과제 최종보고서(24건)/I-0630_분산분권2차혁신클러스터(이정협)/혁신 클러스터 정책의 평가 및 추진과제_이정협(최종보고서).zip__extracted/???? Ŭ?????? ??å?? ???? ?? ????????_??????(??????????-?ڷ???2).pdf,pdf,PDF,1795106,1.7MB
5. 수탁연구/2006년 수탁과제 최종보고서(24건)/I-0630_분산분권2차혁신클러스터(이정협)/혁신 클러스터 정책의 평가 및 추진과제_이정협(최종보고서).zip__extracted/???? Ŭ?????? ??å?? ???? ?? ????????_??????(??????????).pdf,pdf,PDF,2732735,2.6MB
5. 수탁연구/2006년 수탁과제 최종보고서(24건)/I-0630_분산분권2차혁신클러스터(이정협)/분산분권 2차.alz__extracted/지방분산·분권과 국토균형발전의 대응과제(II)-본보고서.pdf,pdf,PDF,2732735,2.6MB
5. 수탁연구/2006년 수탁과제 최종보고서(24건)/I-0630_분산분권2차혁신클러스터(이정협)/분산분권 2차.alz__extracted/지방분산·분권과 국토균형발전의 대응과제(II)-자료집3.pdf,pdf,PDF,1456690,1.4MB
5. 수탁연구/2006년 수탁과제 최종보고서(24건)/I-0630_분산분권2차혁신클러스터(이정협)/분산분권 2차.alz__extracted/지방분산·분권과 국토균형발전의 대응과제(II)-자료집1.pdf,pdf,PDF,1795106,1.7MB
5. 수탁연구/2006년 수탁과제 최종보고서(24건)/I-0630_분산분권2차혁신클러스터(이정협)/분산분권 2차.alz__extracted/지방분산·분권과 국토균형발전의 대응과제(II)-자료집2.pdf,pdf,PDF,2548499,2.4MB
5. 수탁연구/2006년 수탁과제 최종보고서(24건)/I-0618_2006년도 기초기술연구회 STRM(Strategic TRM) 기획연구(이정원)/STRM(Strategic TRM) 기획연구_이정원(최종보고서).zip__extracted/STRM(Strategic TRM) ??ȹ????_??????(??????????).hwp,hwp,HWP/HWPX,5828096,5.6MB
5. 수탁연구/2006년 수탁과제 최종보고서(24건)/I-0618_2006년도 기초기술연구회 STRM(Strategic TRM) 기획연구(이정원)/STRM(Strategic TRM) 기획연구_이정원(최종보고서).zip__extracted/STRM(Strategic TRM) ??ȹ????_??????(??????????).pdf,pdf,PDF,7451271,7.1MB
5. 수탁연구/2006년 수탁과제 최종보고서(24건)/I-0618_2006년도 기초기술연구회 STRM(Strategic TRM) 기획연구(이정원)/위탁/BINT보고서-부록-060625.zip__extracted/02BINT??ũ??-??????-051027.ppt,ppt,PowerPoint,5924864,5.7MB
5. 수탁연구/2006년 수탁과제 최종보고서(24건)/I-0618_2006년도 기초기술연구회 STRM(Strategic TRM) 기획연구(이정원)/위탁/BINT보고서-부록-060625.zip__extracted/07BINT??ũ??-?̼???-051027.hwp,hwp,HWP/HWPX,31515,30.8KB
5. 수탁연구/2006년 수탁과제 최종보고서(24건)/I-0618_2006년도 기초기술연구회 STRM(Strategic TRM) 기획연구(이정원)/위탁/BINT보고서-부록-060625.zip__extracted/05BINT??ũ??-??????-051027.ppt,ppt,PowerPoint,960512,938.0KB
5. 수탁연구/2006년 수탁과제 최종보고서(24건)/I-0618_2006년도 기초기술연구회 STRM(Strategic TRM) 기획연구(이정원)/위탁/BINT보고서-부록-060625.zip__extracted/04BINT??ũ??-ǥ????-051027.ppt,ppt,PowerPoint,2746368,2.6MB
5. 수탁연구/2006년 수탁과제 최종보고서(24건)/I-0618_2006년도 기초기술연구회 STRM(Strategic TRM) 기획연구(이정원)/위탁/BINT보고서-부록-060625.zip__extracted/03BINT??ũ??-???ѿ?-051027.ppt,ppt,PowerPoint,414208,404.5KB
5. 수탁연구/2006년 수탁과제 최종보고서(24건)/I-0618_2006년도 기초기술연구회 STRM(Strategic TRM) 기획연구(이정원)/위탁/BINT보고서-부록-060625.zip__extracted/06BINT??ũ??-??ȿ??-051027.ppt,ppt,PowerPoint,14624256,13.9MB
5. 수탁연구/2006년 수탁과제 최종보고서(24건)/I-0618_2006년도 기초기술연구회 STRM(Strategic TRM) 기획연구(이정원)/위탁/BINT보고서-부록-060625.zip__extracted/01BINT??ũ??-?̻???-051027.ppt,ppt,PowerPoint,2562560,2.4MB
5. 수탁연구/2006년 수탁과제 최종보고서(24건)/I-0636_정부출연(연)의 재정 효율화를 위한 감사기능 재정립방안(이민형)/정부출연(연)의 재정 효율화를 위한 감사기능 재정립방안에 관한 연구~_이민형(최종보고서).zip__extracted/?????⿬(??)?? ???? ȿ??ȭ?? ???? ???????? ?????????ȿ? ???? ????~_?̹???(??????????).hwp,hwp,HWP/HWPX,10031104,9.6MB
5. 수탁연구/2006년 수탁과제 최종보고서(24건)/I-0636_정부출연(연)의 재정 효율화를 위한 감사기능 재정립방안(이민형)/정부출연(연)의 재정 효율화를 위한 감사기능 재정립방안에 관한 연구~_이민형(최종보고서).zip__extracted/?????⿬(??)?? ???? ȿ??ȭ?? ???? ???????? ?????????ȿ? ???? ????~_?̹???(??????????-ǥ??).pdf,pdf,PDF,32339,31.6KB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1038_창의적 인재육성을 위한 교육과 과학기술의 융합 강화방안 수립 연구(엄미정)/창의적 인재육성을 위한 교육과 과학기술의 융합 강화방안 수립 연구_엄미정(최종보고서).zip__extracted/â???? ?????????? ???? ?????? ???б????? ???? ??ȭ???? ???? ????_??????(??????????).pdf,pdf,PDF,2629150,2.5MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1038_창의적 인재육성을 위한 교육과 과학기술의 융합 강화방안 수립 연구(엄미정)/창의적 인재육성을 위한 교육과 과학기술의 융합 강화방안 수립 연구_엄미정(최종보고서).zip__extracted/â???? ?????????? ???? ?????? ???б????? ???? ??ȭ???? ???? ????_??????(??????????).hwp,hwp,HWP/HWPX,2209792,2.1MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1006_원천기술사업의 전략성 강화 및 기초연구사업과 연계 강화 방안 연구(이민형)/원천기술사업의 전략성 강화 및 기초연구사업과 연계 강화 방안 연구_이민형(최종보고서).zip__extracted/??õ?????????? ?????? ??ȭ ?? ???ʿ????????? ???? ??ȭ ???? ????_?̹???(??????????).pdf,pdf,PDF,8835544,8.4MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1006_원천기술사업의 전략성 강화 및 기초연구사업과 연계 강화 방안 연구(이민형)/원천기술사업의 전략성 강화 및 기초연구사업과 연계 강화 방안 연구_이민형(최종보고서).zip__extracted/??õ?????????? ?????? ??ȭ ?? ???ʿ????????? ???? ??ȭ ???? ????_?̹???(??????????).hwp,hwp,HWP/HWPX,6728704,6.4MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1034_OECD 과학기술정책위원회(CSTP) 및 산하작업반 활동에 대한 조사분석(이명진)/OECD 과학기술정책위원회(CSTP)~_이명진(최종보고서).zip__extracted/OECD ???б?????å????ȸ(CSTP) ?? ?????۾??? Ȱ???? ???? ?????м?_?̸???(??????????).pdf,pdf,PDF,2671870,2.5MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1034_OECD 과학기술정책위원회(CSTP) 및 산하작업반 활동에 대한 조사분석(이명진)/OECD 과학기술정책위원회(CSTP)~_이명진(최종보고서).zip__extracted/OECD ???б?????å????ȸ(CSTP) ?? ?????۾??? Ȱ???? ???? ?????м?_?̸???(??????????).hwp,hwp,HWP/HWPX,16890880,16.1MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1027_신성장 유망 서비스 R&D 전략기술 연구용역(장병열)/신성장 유망 서비스 R&D 전략기술 연구용역_장병열(최종보고서).zip__extracted/?ż??? ???? ?????? R&D ???????? ?????뿪_?庴??(??????????).hwp,hwp,HWP/HWPX,1768448,1.7MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1027_신성장 유망 서비스 R&D 전략기술 연구용역(장병열)/신성장 유망 서비스 R&D 전략기술 연구용역_장병열(최종보고서).zip__extracted/?ż??? ???? ?????? R&D ???????? ?????뿪_?庴??(??????????).pdf,pdf,PDF,1328153,1.3MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1017_기초기술연구회 소관 출연(연) 기능분석 및 활성화방안 연구(민철구)/기초기술연구회 소관 출연(연) 기능분석 및 활성화방안 연구_민철구(최종보고서).zip__extracted/???ʱ???????ȸ ?Ұ? ?⿬(??) ???ɺм? ?? Ȱ??ȭ???? ????_??ö??(??????????).hwp,hwp,HWP/HWPX,8447488,8.1MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1017_기초기술연구회 소관 출연(연) 기능분석 및 활성화방안 연구(민철구)/기초기술연구회 소관 출연(연) 기능분석 및 활성화방안 연구_민철구(최종보고서).zip__extracted/???ʱ???????ȸ ?Ұ? ?⿬(??) ???ɺм? ?? Ȱ??ȭ???? ????_??ö??(??????????).PDF,pdf,PDF,11802591,11.3MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1063_중소기업 서비스 R&D 전략 기술 도출과 평가제도 개선 연구용역(장병열)/중소기업 서비스 R&D 전략 기술 도출과 평가제도 개선 연구용역_장병열(최종보고서).zip__extracted/?߼ұ??? ?????? R&D ???? ???? ?????? ???????? ???? ?????뿪_?庴??(??????????).pdf,pdf,PDF,1548113,1.5MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1063_중소기업 서비스 R&D 전략 기술 도출과 평가제도 개선 연구용역(장병열)/중소기업 서비스 R&D 전략 기술 도출과 평가제도 개선 연구용역_장병열(최종보고서).zip__extracted/?߼ұ??? ?????? R&D ???? ???? ?????? ???????? ???? ?????뿪_?庴??(??????????).hwp,hwp,HWP/HWPX,887296,866.5KB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1008_학연협력 정책 지표 수립 연구(민철구)/학연협력 정책 지표 수립 연구_민철구(최종보고서).zip__extracted/?п????? ??å ??ǥ ???? ????_??ö??(??????????).hwp,hwp,HWP/HWPX,3513856,3.4MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1008_학연협력 정책 지표 수립 연구(민철구)/학연협력 정책 지표 수립 연구_민철구(최종보고서).zip__extracted/?п????? ??å ??ǥ ???? ????_??ö??(??????????).PDF,pdf,PDF,2116623,2.0MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1022_남북한 기상의 균등화비용 산출에 관한 연구(김종선)/남북한 기상의 균등화비용 산출에 관한 연구_김종선(최종보고서).zip__extracted/?????? ?????? ?յ?ȭ???? ???⿡ ???? ????_??????(??????????).hwp,hwp,HWP/HWPX,8712192,8.3MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1022_남북한 기상의 균등화비용 산출에 관한 연구(김종선)/남북한 기상의 균등화비용 산출에 관한 연구_김종선(최종보고서).zip__extracted/?????? ?????? ?յ?ȭ???? ???⿡ ???? ????_??????(??????????).PDF,pdf,PDF,5500203,5.2MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1011_영재교육진흥법 등 법령개정연구(민철구)/영재교육진흥법 등 법령개정연구_민철구(최종보고서).zip__extracted/???米???????? ?? ???ɰ???????_??ö??(??????????).PDF,pdf,PDF,1876269,1.8MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1011_영재교육진흥법 등 법령개정연구(민철구)/영재교육진흥법 등 법령개정연구_민철구(최종보고서).zip__extracted/???米???????? ?? ???ɰ???????_??ö??(??????????).hwp,hwp,HWP/HWPX,2022912,1.9MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1057_무역역조 해소를 위한 정밀화학제품 기술개발사업의 경제성 효과분석(이우성)/GBM R&D 사업의 경제적 타당성 분석_이우성(최종보고서).zip__extracted/GBM R&D ?????? ?????? Ÿ?缺 ?м?_?̿켺(??????????).hwp,hwp,HWP/HWPX,7346176,7.0MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1057_무역역조 해소를 위한 정밀화학제품 기술개발사업의 경제성 효과분석(이우성)/GBM R&D 사업의 경제적 타당성 분석_이우성(최종보고서).zip__extracted/GBM R&D ?????? ?????? Ÿ?缺 ?м?_?̿켺(??????????).pdf,pdf,PDF,5823397,5.6MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1026_융합기술발전 제도적 기반 확충에 관한 연구(황용수)/융합기술발전 제도적 기반 확충에 관한 연구_황용수(최종보고서).zip__extracted/???ձ??????? ?????? ???? Ȯ?濡 ???? ????_Ȳ????(??????????).pdf,pdf,PDF,1652151,1.6MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1026_융합기술발전 제도적 기반 확충에 관한 연구(황용수)/융합기술발전 제도적 기반 확충에 관한 연구_황용수(최종보고서).zip__extracted/???ձ??????? ?????? ???? Ȯ?濡 ???? ????_Ȳ????(??????????).hwp,hwp,HWP/HWPX,1522176,1.5MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1035_OECD NESTI 모니터링 및 Evidence-based 과학기술지표개발(이명진)/OECD NESTI 모니터링~_이명진(최종보고서).zip__extracted/OECD NESTI ?????͸? ?? Evidence-based ???б?????ǥ????_?̸???(??????????).hwp,hwp,HWP/HWPX,22139904,21.1MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1035_OECD NESTI 모니터링 및 Evidence-based 과학기술지표개발(이명진)/OECD NESTI 모니터링~_이명진(최종보고서).zip__extracted/OECD NESTI ?????͸? ?? Evidence-based ???б?????ǥ????_?̸???(??????????).pdf,pdf,PDF,3555312,3.4MB
"5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1043_2010 산업기술인력 이슈 분석보고서(홍성민)/산업기술인력수급동향통계시스템구축사업의 조사기획,품질관리 및 보고서 작성_홍성민(최종보고서).zip__extracted/?????????η¼??޵????????ý??۱????????? ??????ȹ,ǰ?????? ?? ?????? ?ۼ?_ȫ????(??????????).pdf",pdf,PDF,3099025,3.0MB
"5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1043_2010 산업기술인력 이슈 분석보고서(홍성민)/산업기술인력수급동향통계시스템구축사업의 조사기획,품질관리 및 보고서 작성_홍성민(최종보고서).zip__extracted/?????????η¼??޵????????ý??۱????????? ??????ȹ,ǰ?????? ?? ?????? ?ۼ?_ȫ????(??????????).hwp",hwp,HWP/HWPX,6054400,5.8MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1025_과학기술 정책조정 메카니즘과 글로벌 협력방안 연구(민철구)/과학기술자 보상체계 현황분석과 보상개선을 위한 정책방안_민철구(최종보고서).zip__extracted/???б????? ????ü?? ??Ȳ?м??? ???󰳼??? ???? ??å????_??ö??(??????????).hwp,hwp,HWP/HWPX,2136576,2.0MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1025_과학기술 정책조정 메카니즘과 글로벌 협력방안 연구(민철구)/과학기술자 보상체계 현황분석과 보상개선을 위한 정책방안_민철구(최종보고서).zip__extracted/???б????? ????ü?? ??Ȳ?м??? ???󰳼??? ???? ??å????_??ö??(??????????).PDF,pdf,PDF,3111133,3.0MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1001_글로벌 선도 중소기업 육성을 위한 R&D 전략품목 발굴 및 지원전략 수립(임채윤)/글로벌 선도 중소기업 육성을 위한~_임채윤(최종보고서).zip__extracted/?۷ι? ???? ?߼ұ??? ?????? ???? R&D ????ǰ?? ?߱? ?? ???????? ????_??ä??(??????????).pdf,pdf,PDF,3751775,3.6MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1001_글로벌 선도 중소기업 육성을 위한 R&D 전략품목 발굴 및 지원전략 수립(임채윤)/글로벌 선도 중소기업 육성을 위한~_임채윤(최종보고서).zip__extracted/?۷ι? ???? ?߼ұ??? ?????? ???? R&D ????ǰ?? ?߱? ?? ???????? ????_??ä??(??????????).hwp,hwp,HWP/HWPX,3554304,3.4MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1016_농업연구개발 진단분석-안두현/농업RnD(2010).zip__extracted/2010?? ????????????2.pdf,pdf,PDF,4344764,4.1MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1016_농업연구개발 진단분석-안두현/농업RnD(2010).zip__extracted/2010?? ????????????4.pdf,pdf,PDF,4264683,4.1MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1016_농업연구개발 진단분석-안두현/농업RnD(2010).zip__extracted/2010?? ????????????1.pdf,pdf,PDF,4771652,4.6MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1016_농업연구개발 진단분석-안두현/농업RnD(2010).zip__extracted/2010?? ????????????3.pdf,pdf,PDF,3687344,3.5MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1016_농업연구개발 진단분석-안두현/농업연구개발 진단.분석_안두현(최종보고서).zip__extracted/???????????? ????.?м?_?ȵ???(??????????-??1??).pdf,pdf,PDF,4771652,4.6MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1016_농업연구개발 진단분석-안두현/농업연구개발 진단.분석_안두현(최종보고서).zip__extracted/???????????? ????.?м?_?ȵ???(??????????-??3??).pdf,pdf,PDF,3687344,3.5MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1016_농업연구개발 진단분석-안두현/농업연구개발 진단.분석_안두현(최종보고서).zip__extracted/???????????? ????.?м?_?ȵ???(??????????-??2??).pdf,pdf,PDF,4344764,4.1MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1016_농업연구개발 진단분석-안두현/농업연구개발 진단.분석_안두현(최종보고서).zip__extracted/???????????? ????.?м?_?ȵ???(??????????-??4??).pdf,pdf,PDF,4264683,4.1MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1019_국방기술기획체제의 효율성 분석(이재억)/국방 기술기획체제의 효율성 분석_이재억(최종보고서).zip__extracted/???? ??????ȹü???? ȿ???? ?м?_??????(??????????).PDF,pdf,PDF,5237641,5.0MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1019_국방기술기획체제의 효율성 분석(이재억)/국방 기술기획체제의 효율성 분석_이재억(최종보고서).zip__extracted/???? ??????ȹü???? ȿ???? ?м?_??????(??????????).hwp,hwp,HWP/HWPX,2847744,2.7MB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1007_한-아프리카 교육.과학기술 협력사업 추진방안 연구(송치웅)/한-아프리카 교육.과학기술 협력사업 추진방안 연구_송치웅(최종보고서).zip__extracted/??-??????ī ????.???б??? ???»??? ???????? ????_??ġ??(??????????).pdf,pdf,PDF,1038262,1013.9KB
5. 수탁연구/2010년 수탁과제 최종보고서(54건)/I-1007_한-아프리카 교육.과학기술 협력사업 추진방안 연구(송치웅)/한-아프리카 교육.과학기술 협력사업 추진방안 연구_송치웅(최종보고서).zip__extracted/??-??????ī ????.???б??? ???»??? ???????? ????_??ġ??(??????????).hwp,hwp,HWP/HWPX,655360,640.0KB
5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0541_원자력 안전규제제도 종합정비 방안에 관한 조사연구(송종국)/원자력안전규제제도 종합정비를 위한 조사연구_송종국(최종보고서).zip__extracted/???ڷ¾??????????? ?????????? ???? ???翬??_??????(??????????).hwp,hwp,HWP/HWPX,1629696,1.6MB
5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0541_원자력 안전규제제도 종합정비 방안에 관한 조사연구(송종국)/원자력안전규제제도 종합정비를 위한 조사연구_송종국(최종보고서).zip__extracted/???ڷ¾??????????? ?????????? ???? ???翬??_??????(??????????).pdf,pdf,PDF,1548048,1.5MB
5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0545_벤처캐피탈의 기술가치평가능력 제고 방안 연구(임채윤.이광호)/벤처캐피탈의 기술가치평가능력 제고 방안 연구_임채윤(최종보고서).zip__extracted/??óĳ??Ż?? ??????ġ?򰡴ɷ? ???? ???? ????_??ä??(??????????).hwp,hwp,HWP/HWPX,9886720,9.4MB
5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0545_벤처캐피탈의 기술가치평가능력 제고 방안 연구(임채윤.이광호)/벤처캐피탈의 기술가치평가능력 제고 방안 연구_임채윤(최종보고서).zip__extracted/??óĳ??Ż?? ??????ġ?򰡴ɷ? ???? ???? ????_??ä??(??????????).pdf,pdf,PDF,1845149,1.8MB
5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0538_수소경제시대를 대비한 원자력수소 보고서(임기철.황석원)/수소경제시대를~_임기철_황석원(최종보고서)/수소경제시대를~_임기철_황석원(최종보고서).zip__extracted/???Ұ????ô븦~_?ӱ?ö_Ȳ????(??????????-?η?4).hwp,hwp,HWP/HWPX,185344,181.0KB
5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0538_수소경제시대를 대비한 원자력수소 보고서(임기철.황석원)/수소경제시대를~_임기철_황석원(최종보고서)/수소경제시대를~_임기철_황석원(최종보고서).zip__extracted/???Ұ????ô븦~_?ӱ?ö_Ȳ????(??????????-?η?1-3).hwp,hwp,HWP/HWPX,60416,59.0KB
5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0538_수소경제시대를 대비한 원자력수소 보고서(임기철.황석원)/수소경제시대를~_임기철_황석원(최종보고서)/수소경제시대를~_임기철_황석원(최종보고서).zip__extracted/???Ұ????ô븦~_?ӱ?ö_Ȳ????(??????????).HWP,hwp,HWP/HWPX,16953856,16.2MB
5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0509_연구개발기획을 위한 정책로드맵 연구(조황희)/연구개발기획을 위한 정책로드맵 연구_조황희(최종보고서).zip__extracted/???????߱?ȹ?? ???? ??å?ε??? ????_??Ȳ??(??????????-?η?).hwp,hwp,HWP/HWPX,99328,97.0KB
5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0509_연구개발기획을 위한 정책로드맵 연구(조황희)/연구개발기획을 위한 정책로드맵 연구_조황희(최종보고서).zip__extracted/???????߱?ȹ?? ???? ??å?ε??? ????_??Ȳ??(??????????-ǥ???׸???).hwp,hwp,HWP/HWPX,23552,23.0KB
5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0509_연구개발기획을 위한 정책로드맵 연구(조황희)/연구개발기획을 위한 정책로드맵 연구_조황희(최종보고서).zip__extracted/???????߱?ȹ?? ???? ??å?ε??? ????_??Ȳ??(??????????-????).hwp,hwp,HWP/HWPX,785920,767.5KB
5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0503_산업계 연구개발 중간조직의 모형 개발(송위진.김갑수)/산업계 R&D 중간조직의 모형 개발_송위진(최종보고서).zip__extracted/?????? R&D ?߰??????? ???? ????_??????(??????????).hwp,hwp,HWP/HWPX,2432512,2.3MB
5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0503_산업계 연구개발 중간조직의 모형 개발(송위진.김갑수)/산업계 R&D 중간조직의 모형 개발_송위진(최종보고서).zip__extracted/?????? R&D ?߰??????? ???? ????_??????(??????????).pdf,pdf,PDF,3905346,3.7MB
5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0519_연구성과 제고를 위한 감사방안(이민형)/연구성과 제고를 위한 감사방안에 관한 연구_이민형(최종보고서).zip__extracted/???????? ?????? ???? ???????ȿ? ???? ????_?̹???(??????????).pdf,pdf,PDF,6919576,6.6MB
5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0519_연구성과 제고를 위한 감사방안(이민형)/연구성과 제고를 위한 감사방안에 관한 연구_이민형(최종보고서).zip__extracted/???????? ?????? ???? ???????ȿ? ???? ????_?̹???(??????????).hwp,hwp,HWP/HWPX,429568,419.5KB
5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발-최종보고서파일-조황희.zip__extracted/02(2??8??)G7ȯ??????_5??draft_Ȯ??_??÷ ????_20050912.hwp,hwp,HWP/HWPX,210944,206.0KB
5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발-최종보고서파일-조황희.zip__extracted/02(2??5??)?ٸ??? ?ǿ????? ?Ƹ??? 1ȣ_?ڱ???_9.2.hwp,hwp,HWP/HWPX,5790208,5.5MB
5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발-최종보고서파일-조황희.zip__extracted/02(2??3??)???????ݵ?ü?????м???????_Final_??÷????2_050909.hwp,hwp,HWP/HWPX,257024,251.0KB
5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발-최종보고서파일-조황희.zip__extracted/02(2??10??)??ũ????ũ_5???巡??v8.hwp,hwp,HWP/HWPX,287232,280.5KB
5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발-최종보고서파일-조황희.zip__extracted/02(2??4??)?α?5???巡??Ʈ-v2.0.hwp,hwp,HWP/HWPX,132608,129.5KB
5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발-최종보고서파일-조황희.zip__extracted/01(1??) ?????м? ????.hwp,hwp,HWP/HWPX,292864,286.0KB
