source,format,sizeBytes,version,sections,pageCount,paraCount,textCharCount,title,warnings,error,exitClass,textCountError
internal_archives_extracted/5. 수탁연구/2003년 수탁과제 최종보고서(40건)/I-0329_엔지니어링 기술진흥기본계획 수립방안 연구(홍사균)/엔지니어링기술진흥기본계획수립.alz__extracted/엔지니어링기술진흥기본계획(표지).hwp,hwp3,23270,3.0.0.0,1,1,20,121,￼엔지니어링 (),[],,,
internal_archives_extracted/5. 수탁연구/2003년 수탁과제 최종보고서(40건)/I-0339_전문연구요원제도의 국가발전 기여도에 관한 정량적 분석 및 향후 개선(발전) 방안 연구(박재민)/전문연구요원제도의 국가발전 기여도에 관한~_박재민(최종보고서).zip__extracted/\udcc0\udcfc\udcb9\udcae\udcbf\udcac\udcb1\udcb8\udcbf\udce4\udcbf\udcf8\udcc1\udca6\udcb5\udcb5\udcc0\udcc7 \udcb1\udcb9\udcb0\udca1\udcb9\udcdf\udcc0\udcfc~_\udcb9\udcda\udcc0\udce7\udcb9\udcce(\udcc3\udcd6\udcc1\udcbe\udcba\udcb8\udcb0\udced\udcbc\udcad).hwp,hwp5,264192,5.0.0.3,1,138,1870,106641,2003 - 10,[],,,
internal_archives_extracted/5. 수탁연구/2003년 수탁과제 최종보고서(40건)/I-0340_국가연구개발사업에 대한 민간기업 참여 효율화 방안 연구(김갑수)/I03-40.alz__extracted/국가연구개발사업-김갑수박사님-2.hwp,hwp5,1885184,5.0.0.3,1,77,848,74957,<표 3-7> 표 계속,[],,,
internal_archives_extracted/5. 수탁연구/2003년 수탁과제 최종보고서(40건)/I-0340_국가연구개발사업에 대한 민간기업 참여 효율화 방안 연구(김갑수)/I03-40.alz__extracted/국가연구개발사업-김갑수박사님.hwp,hwp5,4244480,5.0.0.3,2,111,1235,80724,국가연구개발사업에 대한 민간기업 참여,[],,,
internal_archives_extracted/5. 수탁연구/2003년 수탁과제 최종보고서(40건)/I-0340_국가연구개발사업에 대한 민간기업 참여 효율화 방안 연구(김갑수)/국가연구개발사업에 대한 민간기업 참여 효율화 방안 연구_김갑수(최종보고서).zip__extracted/\udcb1\udcb9\udcb0\udca1\udcbf\udcac\udcb1\udcb8\udcb0\udcb3\udcb9߻\udce7\udcbe\udcf7\udcbf\udca1 \udcb4\udceb\udcc7\udcd1 \udcb9ΰ\udca3\udcb1\udce2\udcbe\udcf7 \udcc2\udcfc\udcbf\udca9 ȿ\udcc0\udcb2ȭ \udcb9\udce6\udcbe\udcc8 \udcbf\udcac\udcb1\udcb8_\udcb1谩\udcbc\udcf6(\udcc3\udcd6\udcc1\udcbe\udcba\udcb8\udcb0\udced\udcbc\udcad-1).hwp,hwp5,4244480,5.0.0.3,2,111,1235,80724,국가연구개발사업에 대한 민간기업 참여,[],,,
internal_archives_extracted/5. 수탁연구/2003년 수탁과제 최종보고서(40건)/I-0340_국가연구개발사업에 대한 민간기업 참여 효율화 방안 연구(김갑수)/국가연구개발사업에 대한 민간기업 참여 효율화 방안 연구_김갑수(최종보고서).zip__extracted/\udcb1\udcb9\udcb0\udca1\udcbf\udcac\udcb1\udcb8\udcb0\udcb3\udcb9߻\udce7\udcbe\udcf7\udcbf\udca1 \udcb4\udceb\udcc7\udcd1 \udcb9ΰ\udca3\udcb1\udce2\udcbe\udcf7 \udcc2\udcfc\udcbf\udca9 ȿ\udcc0\udcb2ȭ \udcb9\udce6\udcbe\udcc8 \udcbf\udcac\udcb1\udcb8_\udcb1谩\udcbc\udcf6(\udcc3\udcd6\udcc1\udcbe\udcba\udcb8\udcb0\udced\udcbc\udcad-2).hwp,hwp5,1885184,5.0.0.3,1,77,848,74957,<표 3-7> 표 계속,[],,,
internal_archives_extracted/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0405_북한의 최근 과학기술 정책동향조사 분석연구(이춘근)/북한의 최근 과학기술 정책동향조사 분석연구(3차년도)_이춘근(최종보고서).zip__extracted/\udcba\udccf\udcc7\udcd1\udcc0\udcc7 \udcc3ֱ\udcd9 \udcb0\udcfa\udcc7б\udce2\udcbc\udcfa \udcc1\udca4å\udcb5\udcbf\udcc7\udce2\udcc1\udcb6\udcbb\udce7 \udcbaм\udcae\udcbf\udcac\udcb1\udcb8(3\udcc2\udcf7\udcb3⵵)_\udcc0\udccc\udcc3\udce1\udcb1\udcd9(\udcc3\udcd6\udcc1\udcbe\udcba\udcb8\udcb0\udced\udcbc\udcad).hwp,hwp5,820224,5.0.1.6,5,144,1821,170390,북한의 최근 과학기술동향,[],,,
internal_archives_extracted/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0405_북한의 최근 과학기술 정책동향조사 분석연구(이춘근)/북한의 최근 과학기술 정책동향조사 분석연구(3차년도)_이춘근(최종보고서).zip__extracted/\udcba\udccf\udcc7\udcd1\udcc0\udcc7 \udcc3ֱ\udcd9 \udcb0\udcfa\udcc7б\udce2\udcbc\udcfa \udcc1\udca4å\udcb5\udcbf\udcc7\udce2\udcc1\udcb6\udcbb\udce7 \udcbaм\udcae\udcbf\udcac\udcb1\udcb8(3\udcc2\udcf7\udcb3⵵)_\udcc0\udccc\udcc3\udce1\udcb1\udcd9(\udcc3\udcd6\udcc1\udcbe\udcba\udcb8\udcb0\udced\udcbc\udcad-\udcba\udcb0å).hwp,hwp5,11028480,5.0.1.6,12,350,3314,354876,(별책 부록),[],,,
internal_archives_extracted/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0408_과학기술인력 양성 활용 마스터 플랜(임기철.박재민)/과학기술인력 마스터플랜 수립을 위한 연구_임기철_박재민(최종보고서).zip__extracted/\udcb0\udcfa\udcc7б\udce2\udcbc\udcfa\udcc0η\udcc2 \udcb8\udcb6\udcbd\udcba\udcc5\udccd\udcc7÷\udca3 \udcbc\udcf6\udcb8\udcb3\udcc0\udcbb \udcc0\udca7\udcc7\udcd1 \udcbf\udcac\udcb1\udcb8_\udcc0ӱ\udce2ö_\udcb9\udcda\udcc0\udce7\udcb9\udcce(\udcc3\udcd6\udcc1\udcbe\udcba\udcb8\udcb0\udced\udcbc\udcad).hwp,hwp5,2240000,5.0.1.6,1,199,2938,121129,목   차,[],,,
internal_archives_extracted/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0408_과학기술인력 양성 활용 마스터 플랜(임기철.박재민)/편집/편집.zip__extracted/\udcb0\udcfa\udcc7б\udce2\udcbc\udcfa\udcc0η\udcc2.hwp,hwp5,2240000,5.0.1.6,1,199,2938,121129,목   차,[],,,
internal_archives_extracted/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0408_과학기술인력 양성 활용 마스터 플랜(임기철.박재민)/편집/편집.zip__extracted/\udcbaη\udccf_\udcc2\udcf7\udcbc\udcbc\udcb4뼺\udcc0嵿\udcb7º\udcb0-\udcc6\udced\udcc1\udcfd.hwp,hwp5,2050560,5.0.0.3,2,168,1969,124579,10대 차세대 성장동력별,[],,,
internal_archives_extracted/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0408_과학기술인력 양성 활용 마스터 플랜(임기철.박재민)/편집/편집.zip__extracted/\udcbaη\udccf_\udcc2\udcf7\udcbc\udcbc\udcb4뼺\udcc0嵿\udcb7º\udcb0.hwp,hwp5,1821184,5.0.0.3,1,165,1910,122814,10대 차세대 성장동력별,[],,,
internal_archives_extracted/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0408_과학기술인력 양성 활용 마스터 플랜(임기철.박재민)/편집/편집.zip__extracted/\udcc1\udca61\udcba\udcce(\udcc3Ѱ\udcfd\udcc6\udced)-5\udcbf\udcf913\udcc0\udccf.hwp,hwp5,224256,5.0.0.3,1,51,707,30269,목   차,[],,,
internal_archives_extracted/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0408_과학기술인력 양성 활용 마스터 플랜(임기철.박재민)/편집/편집.zip__extracted/\udcc1\udca62\udcba\udcce(\udcbaι\udcae\udcba\udcb0 \udcc3\udcdf\udcc1\udcf8\udcb0\udcfa\udcc1\udca6)-5\udcbf\udcf913\udcc0\udccf.hwp,hwp5,280576,5.0.0.3,1,148,2226,90855,제 2 부  부문별 추진과제,[],,,
"internal_archives_extracted/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0410_대덕연구단지 30년 성과분석 및 발전방안(임기철, 임덕순)/대덕연구단지.zip__extracted/\udcb4\udceb\udcb4\udcf630\udcb3\udce2-\udcba\udcbb\udcb9\udcae(new).hwp",hwp5,7006208,5.0.0.3,2,272,2067,310039,대덕연구단지 30년 성과분석 및 발전방안,[],,,
"internal_archives_extracted/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0410_대덕연구단지 30년 성과분석 및 발전방안(임기철, 임덕순)/대덕연구단지.zip__extracted/\udcbaη\udccf2/03-1.hwp",hwp5,5046272,5.0.0.0,1,10,46,36,,[],,,
internal_archives_extracted/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0414_2003년도 소관연구기관 평가실시 용역 연구(조현대)/최종인쇄본(5[1].15).zip__extracted/03\udcc6򰡺\udcb8\udcb0\udced\udcbc\udcad(\udcbe\udcc8)_\udcc3\udcd6\udcc1\udcbe1(5[1].14).hwp,hwp5,3376640,5.0.0.6,3,337,3239,271032,2004. 4.,[],,,
internal_archives_extracted/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0414_2003년도 소관연구기관 평가실시 용역 연구(조현대)/최종인쇄본(5[1].15).zip__extracted/\udcb1ǵξ\udcf0.hwp,hwp5,2857984,5.0.0.6,1,1,12,992,卷 頭 言,[],,,
internal_archives_extracted/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0414_2003년도 소관연구기관 평가실시 용역 연구(조현대)/최종인쇄본(5[1].15).zip__extracted/\udcb8\udced\udcc7\udcd4-\udcc0\udcb1\udcb3\udcb2\udcc1\udcf8.hwp,hwp5,9216,5.0.0.0,1,1,7,207,楊平鳶保存會,[],,,
internal_archives_extracted/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0417_국가기술인력지도 구축방안 연구(박재민)/국가기술인력지도 구축방안 수립_박재민(최종보고서).zip__extracted/\udcb1\udcb9\udcb0\udca1\udcb1\udce2\udcbc\udcfa\udcc0η\udcc2\udcc1\udcf6\udcb5\udcb5 \udcb1\udcb8\udcc3\udce0\udcb9\udce6\udcbe\udcc8 \udcbc\udcf6\udcb8\udcb3_\udcb9\udcda\udcc0\udce7\udcb9\udcce(\udcc3\udcd6\udcc1\udcbe\udcba\udcb8\udcb0\udced\udcbc\udcad-ǥ\udcc1\udcf6\udcb9׸\udcf1\udcc2\udcf7).hwp,hwp3,31888,3.0.0.0,1,9,150,2440,국가기술인력지도 구축,[],,,
internal_archives_extracted/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0417_국가기술인력지도 구축방안 연구(박재민)/국가기술인력지도 구축방안 수립_박재민(최종보고서).zip__extracted/\udcb1\udcb9\udcb0\udca1\udcb1\udce2\udcbc\udcfa\udcc0η\udcc2\udcc1\udcf6\udcb5\udcb5 \udcb1\udcb8\udcc3\udce0\udcb9\udce6\udcbe\udcc8 \udcbc\udcf6\udcb8\udcb3_\udcb9\udcda\udcc0\udce7\udcb9\udcce(\udcc3\udcd6\udcc1\udcbe\udcba\udcb8\udcb0\udced\udcbc\udcad-\udcba\udcbb\udcb9\udcae).hwp,hwp3,3753408,3.0.0.0,1,707,8175,465579,Ⅰ.,[],,,
internal_archives_extracted/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0420_과학기술중심사회 구축을 위한 정책 패러다임과 추진과제(임기철.조현대)/과학기술중심사회 구축을 위한 정책 패러다임과 추진과제_임기철_조현대(최종보고서).zip__extracted/\udcb0\udcfa\udcc7б\udce2\udcbc\udcfa\udcc1߽ɻ\udce7ȸ \udcb1\udcb8\udcc3\udce0\udcc0\udcbb \udcc0\udca7\udcc7\udcd1 \udcc1\udca4å \udcc6з\udcaf\udcb4\udcd9\udcc0Ӱ\udcfa \udcc3\udcdf\udcc1\udcf8\udcb0\udcfa\udcc1\udca6_\udcc0ӱ\udce2ö_\udcc1\udcb6\udcc7\udcf6\udcb4\udceb(\udcc3\udcd6\udcc1\udcbe\udcba\udcb8\udcb0\udced\udcbc\udcad).hwp,hwp5,1418240,5.0.0.3,2,146,2255,149867,과학기술중심사회 구축을 위한,[],,,
internal_archives_extracted/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0423_국민소득 2만불 시대에 대비한 정부출연(연)의 전략적 발전방안(임기철)/요약.alz__extracted/경제인문9289한글2002.hwp,hwp5,109568,5.0.0.5,2,36,513,32600,개요    3,[],,,
internal_archives_extracted/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0423_국민소득 2만불 시대에 대비한 정부출연(연)의 전략적 발전방안(임기철)/요약.alz__extracted/과학기술계9289한글97.hwp,hwp3,549886,3.0.0.0,1,59,811,37672,제  출  문,[],,,
internal_archives_extracted/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0423_국민소득 2만불 시대에 대비한 정부출연(연)의 전략적 발전방안(임기철)/제1권.alz__extracted/경제인문9386한글2002.hwp,hwp5,530432,5.0.0.5,3,210,2325,218959,개요    1,[],,,
internal_archives_extracted/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0423_국민소득 2만불 시대에 대비한 정부출연(연)의 전략적 발전방안(임기철)/제1권.alz__extracted/인문경제제출문9289한글2002.hwp,hwp5,8704,5.0.0.5,1,1,21,275,제  출  문,[],,,
internal_archives_extracted/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0423_국민소득 2만불 시대에 대비한 정부출연(연)의 전략적 발전방안(임기철)/제2권.alz__extracted/출연연 5장(미래핵심연구소표)횡-83%한글97.hwp,hwp3,52844,3.0.0.0,1,8,10,5923,<표5-2> 미래핵심연구소별 관련 출연(연) 및 추진방안,[],,,
internal_archives_extracted/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0423_국민소득 2만불 시대에 대비한 정부출연(연)의 전략적 발전방안(임기철)/제2권.alz__extracted/출연연 최종보고서-과학기술(6.28)9289한글97.hwp,hwp3,2406870,3.0.0.0,1,315,3960,253501,￼ 제  출  문,[],,,
internal_archives_extracted/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0427_나노기술 국제협력교류 방안 연구(이광호)/나노기술 국제협력교류 방안 연구_이광호(최종보고서).zip__extracted/\udcb3\udcaa\udcb3\udceb\udcb1\udce2\udcbc\udcfa \udcb1\udcb9\udcc1\udca6\udcc7\udcf9\udcb7±\udcb3\udcb7\udcf9 \udcb9\udce6\udcbe\udcc8 \udcbf\udcac\udcb1\udcb8_\udcc0̱\udca4ȣ(\udcc3\udcd6\udcc1\udcbe\udcba\udcb8\udcb0\udced\udcbc\udcad).hwp,hwp5,1025024,5.0.0.3,1,222,2280,185790,나노기술 국제협력교류 방안 연구,[],,,
internal_archives_extracted/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0441_2004년도 OECD 기술혁신정책 활동 분석(이명진)/2004년도 OECD 기술혁신정책 활동 분석_이명진(최종보고서).zip__extracted/2004\udcb3⵵ OECD \udcb1\udce2\udcbc\udcfa\udcc7\udcf5\udcbd\udcc5\udcc1\udca4å Ȱ\udcb5\udcbf \udcbaм\udcae_\udcc0̸\udced\udcc1\udcf8(\udcc3\udcd6\udcc1\udcbe\udcba\udcb8\udcb0\udced\udcbc\udcad-ǥ\udcc1\udcf6).hwp,hwp5,18944,5.0.0.6,1,10,166,7403,‘04 OECD 기술혁신정책 활동 분석,[],,,
internal_archives_extracted/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0441_2004년도 OECD 기술혁신정책 활동 분석(이명진)/2004년도 OECD 기술혁신정책 활동 분석_이명진(최종보고서).zip__extracted/2004\udcb3⵵ OECD \udcb1\udce2\udcbc\udcfa\udcc7\udcf5\udcbd\udcc5\udcc1\udca4å Ȱ\udcb5\udcbf \udcbaм\udcae_\udcc0̸\udced\udcc1\udcf8(\udcc3\udcd6\udcc1\udcbe\udcba\udcb8\udcb0\udced\udcbc\udcad-\udcba\udcbb\udcb9\udcae).hwp,hwp5,474624,5.0.0.6,1,145,2322,176308,2004 OECD 기술혁신정책 활동 분석,[],,,
internal_archives_extracted/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0444_북한의 최근 과학기술동향 조사 분석 연구(이춘근)/북한의 최근 과학기술동향 조사 분석 연구_이춘근(최종보고서).zip__extracted/\udcba\udccf\udcc7\udcd1\udcc0\udcc7 \udcc3ֱ\udcd9 \udcb0\udcfa\udcc7б\udce2\udcbc\udcfa\udcb5\udcbf\udcc7\udce2 \udcc1\udcb6\udcbb\udce7 \udcbaм\udcae \udcbf\udcac\udcb1\udcb8_\udcc0\udccc\udcc3\udce1\udcb1\udcd9(\udcc3\udcd6\udcc1\udcbe\udcba\udcb8\udcb0\udced\udcbc\udcad).hwp,hwp5,818688,5.0.0.5,5,144,1821,170390,북한의 최근 과학기술동향,[],,,
internal_archives_extracted/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0444_북한의 최근 과학기술동향 조사 분석 연구(이춘근)/북한의 최근 과학기술동향 조사 분석 연구_이춘근(최종보고서).zip__extracted/\udcba\udccf\udcc7\udcd1\udcc0\udcc7 \udcc3ֱ\udcd9 \udcb0\udcfa\udcc7б\udce2\udcbc\udcfa\udcb5\udcbf\udcc7\udce2 \udcc1\udcb6\udcbb\udce7 \udcbaм\udcae \udcbf\udcac\udcb1\udcb8_\udcc0\udccc\udcc3\udce1\udcb1\udcd9(\udcc3\udcd6\udcc1\udcbe\udcba\udcb8\udcb0\udced\udcbc\udcad-\udcba\udcb0å).hwp,hwp5,11027968,5.0.0.5,12,350,3314,354876,(별책 부록),[],,,
internal_archives_extracted/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0503_산업계 연구개발 중간조직의 모형 개발(송위진.김갑수)/산업계 R&D 중간조직의 모형 개발_송위진(최종보고서).zip__extracted/\udcbb\udcea\udcbe\udcf7\udcb0\udce8 R&D \udcc1߰\udca3\udcc1\udcb6\udcc1\udcf7\udcc0\udcc7 \udcb8\udcf0\udcc7\udcfc \udcb0\udcb3\udcb9\udcdf_\udcbc\udcdb\udcc0\udca7\udcc1\udcf8(\udcc3\udcd6\udcc1\udcbe\udcba\udcb8\udcb0\udced\udcbc\udcad).hwp,hwp5,2432512,5.0.1.6,4,528,5566,436214,산업계 연구개발 중간조직의 모형,[],,,
internal_archives_extracted/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0509_연구개발기획을 위한 정책로드맵 연구(조황희)/연구개발기획을 위한 정책로드맵 연구_조황희(최종보고서).zip__extracted/\udcbf\udcac\udcb1\udcb8\udcb0\udcb3\udcb9߱\udce2ȹ\udcc0\udcbb \udcc0\udca7\udcc7\udcd1 \udcc1\udca4å\udcb7ε\udce5\udcb8\udcca \udcbf\udcac\udcb1\udcb8_\udcc1\udcb6Ȳ\udcc8\udcf1(\udcc3\udcd6\udcc1\udcbe\udcba\udcb8\udcb0\udced\udcbc\udcad-ǥ\udcc1\udcf6\udcb9׸\udcf1\udcc2\udcf7).hwp,hwp5,23552,5.0.0.3,2,13,271,9308,연구개발기획을 위한 정책로드맵 연구,[],,,
internal_archives_extracted/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0509_연구개발기획을 위한 정책로드맵 연구(조황희)/연구개발기획을 위한 정책로드맵 연구_조황희(최종보고서).zip__extracted/\udcbf\udcac\udcb1\udcb8\udcb0\udcb3\udcb9߱\udce2ȹ\udcc0\udcbb \udcc0\udca7\udcc7\udcd1 \udcc1\udca4å\udcb7ε\udce5\udcb8\udcca \udcbf\udcac\udcb1\udcb8_\udcc1\udcb6Ȳ\udcc8\udcf1(\udcc3\udcd6\udcc1\udcbe\udcba\udcb8\udcb0\udced\udcbc\udcad-\udcbaη\udccf).hwp,hwp5,99328,5.0.0.3,2,37,112,31897,부록 1: 2004년 부처별/기능별 연구개발예산분포,[],,,
internal_archives_extracted/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0509_연구개발기획을 위한 정책로드맵 연구(조황희)/연구개발기획을 위한 정책로드맵 연구_조황희(최종보고서).zip__extracted/\udcbf\udcac\udcb1\udcb8\udcb0\udcb3\udcb9߱\udce2ȹ\udcc0\udcbb \udcc0\udca7\udcc7\udcd1 \udcc1\udca4å\udcb7ε\udce5\udcb8\udcca \udcbf\udcac\udcb1\udcb8_\udcc1\udcb6Ȳ\udcc8\udcf1(\udcc3\udcd6\udcc1\udcbe\udcba\udcb8\udcb0\udced\udcbc\udcad-\udcba\udcbb\udcb9\udcae).hwp,hwp5,785920,5.0.0.3,25,126,919,140436,제1장 서론,[],,,
internal_archives_extracted/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발-최종보고서파일-조황희.zip__extracted/00-1. \udcbc\udcba\udcb0\udcfa\udcbaм\udcae ǥ\udcc1\udcf6\udcb8\udcf1\udcc2\udcf7.hwp,hwp5,26624,5.0.1.6,2,4,80,1326,대형국책연구개발사업 성과분석,[],,,
internal_archives_extracted/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발-최종보고서파일-조황희.zip__extracted/00-2 (\udcbf\udce4\udcbe\udce0)\udcbf\udce4\udcbe\udce0.hwp,hwp5,236032,5.0.1.6,1,8,76,5093,요 약 문,[],,,
internal_archives_extracted/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발-최종보고서파일-조황희.zip__extracted/01(1\udcc0\udce5) \udcbc\udcba\udcb0\udcfa\udcbaм\udcae \udcbc\udcad\udcb7\udcd0.hwp,hwp5,292864,5.0.1.6,1,12,181,5525,제 1 장  서 론,[],,,
internal_archives_extracted/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발-최종보고서파일-조황희.zip__extracted/02(2\udcc0\udce510\udcc0\udcfd)\udcc5\udcd7ũ\udcb3\udceb\udcc6\udcc4ũ_5\udcc2\udcf7\udcb5巡\udcc7\udcc1v8.hwp,hwp5,287232,5.0.1.6,1,30,364,23184,제10 절 지역혁신체제의 구심점 테크노파크,[],,,
internal_archives_extracted/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발-최종보고서파일-조황희.zip__extracted/02(2\udcc0\udce51\udcc0\udcfd)\udcc2\udcf7\udcbc\udcbc\udcb4\udceb\udcc6\udcf2\udcc6Ǽ\udcba\udcb0\udcfa\udcbaм\udcae\udcba\udcb8\udcb0\udced\udcbc\udcad_Final_\udcba\udcb0÷\udcbc\udcf6\udcc1\udca4_ 050909.hwp,hwp5,154624,5.0.1.6,1,24,312,18294,제 1 절 차세대 주력 IT 산업의 육성,[],,,
internal_archives_extracted/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발-최종보고서파일-조황희.zip__extracted/02(2\udcc0\udce52\udcc0\udcfd)CDMA\udcbc\udcba\udcb0\udcfa\udcbaм\udcae\udcba\udcb8\udcb0\udced\udcbc\udcad_Final_\udcba\udcb0÷\udcbc\udcf6\udcc1\udca42_050909.hwp,hwp5,211456,5.0.1.6,1,30,352,19730,제 2 절 이동통신 강국의 초석,[],,,
internal_archives_extracted/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발-최종보고서파일-조황희.zip__extracted/02(2\udcc0\udce53\udcc0\udcfd)\udcc2\udcf7\udcbc\udcbc\udcb4\udceb\udcb9ݵ\udcb5ü\udcbc\udcba\udcb0\udcfa\udcbaм\udcae\udcba\udcb8\udcb0\udced\udcbc\udcad_Final_\udcba\udcb0÷\udcbc\udcf6\udcc1\udca42_050909.hwp,hwp5,257024,5.0.1.6,1,24,253,17721,제 3 절 메모리 반도체 세계 1등 기술 견인,[],,,
internal_archives_extracted/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발-최종보고서파일-조황희.zip__extracted/02(2\udcc0\udce54\udcc0\udcfd)\udcb9α\udcba5\udcc2\udcf7\udcb5巡\udcc7\udcc1Ʈ-v2.0.hwp,hwp5,132608,5.0.1.6,1,20,232,14321,제 4 절 국방연구개발의 개방형으로의 전환,[],,,
internal_archives_extracted/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발-최종보고서파일-조황희.zip__extracted/02(2\udcc0\udce55\udcc0\udcfd)\udcb4ٸ\udcf1\udcc0\udcfb \udcbdǿ\udceb\udcc0\udca7\udcbc\udcba \udcbeƸ\udcae\udcb6\udcfb 1ȣ_\udcb9ڱ\udce2\udcb9\udcfc_9.2.hwp,hwp5,5790208,5.0.1.6,1,25,279,18980,제 5 절 ‘위성 시대’의 개막,[],,,
internal_archives_extracted/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발-최종보고서파일-조황희.zip__extracted/02(2\udcc0\udce56\udcc0\udcfd)\udcb0\udced\udcbc\udcd3\udcc0\udcfcö\udcb1\udce2\udcbc\udcfa\udcb0\udcb3\udcb9߻\udce7\udcbe\udcf7_final.hwp,hwp5,375296,5.0.1.6,1,24,291,16860,제 6 절 세계 최고수준의 고속전철 개발과 향후과제,[],,,
internal_archives_extracted/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발-최종보고서파일-조황희.zip__extracted/02(2\udcc0\udce57\udcc0\udcfd)\udcbd\udcc5\udcc0Ǿ\udce0\udcbdų\udcf3\udcbe\udce0_5\udcc2\udcf7draft_Ȯ\udcc0\udcce_\udcba\udcb0÷ \udcbc\udcf6\udcc1\udca4_20050912.hwp,hwp5,279552,5.0.1.6,1,26,307,19397,제 7 절 세계 11번째 신약개발국으로의 도약,[],,,
internal_archives_extracted/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발-최종보고서파일-조황희.zip__extracted/02(2\udcc0\udce58\udcc0\udcfd)G7ȯ\udcb0\udce6\udcb0\udcf8\udcc7\udcd0_5\udcc2\udcf7draft_Ȯ\udcc0\udcce_\udcba\udcb0÷ \udcbc\udcf6\udcc1\udca4_20050912.hwp,hwp5,210944,5.0.1.6,1,23,262,18744,제 8 절 환경 선진국으로의 진입을 위한 초석,[],,,
internal_archives_extracted/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발-최종보고서파일-조황희.zip__extracted/02(2\udcc0\udce59\udcc0\udcfd)â\udcc0ǻ\udce7\udcbe\udcf7_5\udcc2\udcf7draft_Ȯ\udcc0\udcce_\udcba\udcb0÷ \udcbc\udcf6\udcc1\udca4_20050912.hwp,hwp5,138752,5.0.1.6,1,23,297,19477,제 9 절 세계적인 연구리더 육성을 위한 첫걸음,[],,,
internal_archives_extracted/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발-최종보고서파일-조황희.zip__extracted/03(3\udcc0\udce5)\udcb0\udce1\udcb7\udcd0.hwp,hwp5,44032,5.0.1.6,1,10,106,6675,제 3 장  결 론,[],,,
